area_fips,locality_name,economic_momentum_score_final,structural_strength_score_final,forward_development_score,regional_opportunity_score,opportunity_rank
51760,Richmond city,0.5341993350041712,1.903689005149753,1.4821543454059714,1.2505094721555747,1
51179,Stafford County,1.9852578195813666,0.12501688982104325,1.6314899808863874,1.2457315344915085,2
51075,Goochland County,1.2402318364993816,0.6789221757572677,1.8707496276989328,1.2014029030395297,3
51041,Chesterfield County,0.49298863108128166,1.2964395739790906,1.6925621625672838,1.0740898439670152,4
51069,Frederick County,1.6108823849989773,0.09578929105533496,1.452862764793152,1.041094897067246,5
51550,Chesapeake city,0.3132533170305072,1.045304171388975,2.0641245738668466,1.0071889302650558,6
51003,Albemarle County,0.30032618427456276,1.5273661543000359,0.6873334519930341,0.8265419907130962,7
51107,Loudoun County,1.2820023270660617,0.6241767680974168,0.33679159058169916,0.8154606973059453,8
51153,Prince William County,0.6178857623413467,0.7557257529317776,1.144871970793883,0.7978763111611316,9
51143,Pittsylvania County,0.4876381941971058,0.2211993975119264,2.0275515454098896,0.779362953160489,10
51820,Waynesboro city,1.2969571537380276,0.46764106549682305,0.3572801002748428,0.7717772594878098,11
51087,Henrico County,-0.15195064415121876,0.9571298953605263,1.944926073332078,0.7604467240487162,12
51149,Prince George County,1.212651029174188,-0.5247933052635092,1.7941792326474157,0.749927562989301,13
51710,Norfolk city,0.04454623959669697,1.2004174402362702,1.2444683600448532,0.7490816899325866,14
51191,Washington County,0.3958534738639412,1.4834574957957392,0.17376372271484036,0.7209924437527954,15
51013,Arlington County,-0.16076878963137295,0.7472293872363118,1.933613265327912,0.6806260860121379,16
51059,Fairfax County,-0.002181280822238143,0.25362523309190255,2.34706556366691,0.6746627101699982,17
51067,Franklin County,0.8127853423440741,0.1930670949278856,1.0064761773147861,0.6443066644910861,18
51061,Fauquier County,0.5312601359059115,0.9228271101576075,0.22951626906274492,0.5928726101832135,19
51137,Orange County,-0.3139626390439082,0.8836083894874867,1.5871570033384852,0.5804671315376784,20
51600,Fairfax city,1.5094742017318739,0.3034361543749086,-0.6527373416237457,0.5468079993180311,21
51023,Botetourt County,0.2863804972339761,0.1599855027682467,1.3677492023875162,0.5124844254593558,22
51540,Charlottesville city,-0.7434682987294607,1.7848247699124398,0.7073335889934058,0.504134747225921,23
51810,Virginia Beach city,-0.24399668673919728,0.45836721588571017,1.7586295012530127,0.5024872261775728,24
51015,Augusta County,0.7665339279790898,-0.3854684991671744,1.307893294917362,0.49867292021246545,25
51770,Roanoke city,-0.24899107834859202,0.5370946801599514,1.4958976903855632,0.462361129312937,26
51590,Danville city,-0.17630666685990348,0.2845955203802829,1.4766631225498412,0.39825154602659796,27
